,	,	punct	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
we	we	np	pron	su	we		wkpro							yes	mensen-4
zijn	ben	smain	verb	hd	ben						unacc	pl	aux_psp_zijn	no	0
er	er	advp	adv	mod	er		er							no	0
onderweg	onderweg	ap	adj	mod	onderweg									no	0
een	één	np	pron	obj1	één		strpro							yes	mensen-0
kwijt	kwijt	part	part	svp	kwijt									no	0
geraakt	raak_kwijt	ppart	verb	hd	raak_kwijt						unacc	psp	part_transitive(kwijt)	no	0
.	.	punct	punct	--	.		punt							no	0
"	"	punct	punct	mwp	"		aanhaal_both							no	0
"	"	punct	punct	mwp	"		aanhaal_both							no	0
Och	och	advp	tag	tag	och									no	0
,	,	punct	punct	--	,		komma							no	0
nee	nee	advp	tag	tag	nee									no	0
,	,	punct	punct	--	,		komma							no	0
dat	dat	np	det	obj1	dat									no	0
kan	kan	smain	verb	hd	kan						'hebben/zijn'	modal_not_u	aux(inf)	no	0
ik	ik	np	pron	su	ik									yes	mensen-3
niet	niet	advp	adv	mod	niet									no	0
geloven	geloof	inf	verb	hd	geloof						hebben	inf	transitive	no	0
,	,	punct	punct	--	,		komma							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
zei	zeg	sv1	verb	hd	zeg						hebben	past(sg)	tr_sbar	no	0
een	één	np	pron	hd	één		strpro							yes	mensen-3
van	van	pp	prep	hd	van									no	0
de	de	detp	det	det	de									no	0
anderen	ander	np	adj	hd	ander		a_noun							yes	mensen-4
,	,	punct	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
ik	ik	np	pron	su	ik									yes	mensen-3
zal	zal	smain	verb	hd	zal						hebben	modal_not_u	aux(inf)	no	0
ook	ook	advp	adv	mod	ook									no	0
eens	eens	advp	adv	hd	eens		tmp							no	0
gaan	ga	inf	verb	hd	ga						zijn	inf(no_e)	aux(inf)	no	0
tellen	tel	inf	verb	hd	tel						hebben	inf	intransitive	no	0
!	!	punct	punct	--	!		uitroep							no	0
Een	één	np	pron	hd	één		strpro							no	0
,	,	punct	punct	--	,		komma							no	0
twee	twee	detp	num	cnj	twee		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
drie	drie	detp	num	cnj	drie		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
vier	vier	detp	num	cnj	vier		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
vijf	vijf	detp	num	cnj	vijf		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
zes	zes	detp	num	cnj	zes		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
zeven	zeven	detp	num	cnj	zeven		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
acht	acht	detp	num	cnj	acht		hoofd							no	0
,	,	punct	punct	--	,		komma							no	0
negen	negen	np	num	hd	negen		hoofd							no	0
.	.	punct	punct	--	.		punt							no	0
Zie	zie	sv1	verb	hd	zie						hebben	sg1	sbar	no	0
je	je	np	pron	su	je		wkpro							no	0
wel	wel	ap	adj	mod	wel									no	0
,	,	punct	punct	--	,		komma							no	0
dat	dat	cp	comp	cmp	dat									no	0
we	we	np	pron	su	we		wkpro							yes	mensen-4
er	er	advp	adv	mod	er		er							no	0
nog	nog	advp	adv	mod	nog									no	0
allemaal	allemaal	advp	adv	predm	allemaal		predm							no	0
zijn	ben	ssub	verb	hd	ben						unacc	pl	intransitive	no	0
.	.	punct	punct	--	.		punt							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
Om	om	oti	comp	cmp	om									no	0
absoluut	absoluut	ap	adj	mod	absoluut									no	0
zeker	zeker	ap	adj	hd	zeker									no	0
te	te	cp	comp	cmp	te									no	0
zijn	ben	inf	verb	hd	ben						unacc	inf	copula	no	0
,	,	punct	punct	--	,		komma							no	0
telde	tel	smain	verb	hd	tel						hebben	past(sg)	intransitive	no	0
een	een	detp	det	det	een									no	0
derde	derde	ap	num	mod	derde		rang							no	0
jager	jager	np	noun	hd	jager			de	count	sg				yes	mensen-2
weer	weer	advp	adv	mod	weer									no	0
opnieuw	opnieuw	advp	adv	mod	opnieuw									no	0
en	en	vg	vg	crd	en									no	0
die	die	np	det	su	die									yes	mensen-2
telde	tel	smain	verb	hd	tel						hebben	past(sg)	intransitive	no	0
,	,	punct	punct	--	,		komma							no	0
hoe	hoe	ap	adj	whd	hoe									no	0
is	ben	sv1	verb	hd	ben						unacc	sg_heeft	passive	no	0
het	het	np	det	su	het									no	0
mogelijk	mogelijk	ap	adj	mod	mogelijk									no	0
,	,	punct	punct	--	,		komma							no	0
weer	weer	advp	adv	mod	weer									no	0
acht!Wat	acht!Wat	np	noun	obj2	acht!Wat			both	both	both				no	0
nu	nu	advp	adv	mod	nu		tmp							no	0
gedaan	doe	ppart	verb	hd	doe						hebben	psp	np_np	no	0
?	?	punct	punct	--	?		vraag							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Luister	luister	sv1	verb	hd	luister						hebben	sg1	intransitive	no	0
eens	eens	advp	adv	mod	eens		tmp							no	0
,	,	punct	punct	--	,		komma							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
zei	zeg	sv1	verb	hd	zeg						hebben	past(sg)	tr_sbar	no	0
een	een	detp	det	det	een									no	0
ander	ander	np	adj	hd	ander		a_noun							yes	mensen-4
,	,	punct	punct	--	,		komma							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
ik	ik	np	pron	su	ik									yes	mensen-4
weet	weet	smain	verb	hd	weet						hebben	sg	tr_sbar	no	0
wat	wat	advp	adv	mod	wat									no	0
:	:	punct	punct	--	:		dubb_punt							no	0
we	we	np	pron	su	we		wkpro							yes	mensen-4
zullen	zal	smain	verb	hd	zal						hebben	pl	aux(inf)	no	0
met	met	pp	prep	hd	met									no	0
onze	ons	detp	det	det	ons									no	0
neus	neus	np	noun	hd	neus			de	count	sg				no	0
in	in	pp	prep	hd	in									no	0
het	het	detp	det	det	het									no	0
zand	zand	np	noun	hd	zand			het	both	sg				no	0
gaan	ga	inf	verb	hd	ga						zijn	inf(no_e)	aux(inf)	no	0
liggen	lig	inf	verb	hd	lig						'hebben/zijn'	inf	ld_pp	no	0
,	,	punct	punct	--	,		komma							no	0
en	en	vg	vg	crd	en									no	0
dan	dan	advp	adv	mod	dan		tmp							no	0
de	de	detp	det	det	de									no	0
putjes	put_DIM	np	noun	hd	put_DIM			het	count	pl				no	0
tellen	tel	inf	verb	hd	tel						hebben	inf	transitive	no	0
die	die	np	pron	rhd	die									no	0
de	de	detp	det	det	de									no	0
neuzen	neus	np	noun	hd	neus			de	count	pl				no	0
gemaakt	maak	ppart	verb	hd	maak						hebben	psp	transitive	no	0
hebben	heb	ssub	verb	hd	heb						hebben	pl	aux_psp_hebben	no	0
.	.	punct	punct	--	.		punt							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
Zo	zo	advp	adv	mod	zo									no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	passive	no	0
die	die	detp	det	det	die									no	0
kwestie	kwestie	np	noun	hd	kwestie			de	count	sg				no	0
opgelost	los_op	ppart	verb	hd	los_op						hebben	psp	ninv(transitive,part_transitive(op))	no	0
.	.	punct	punct	--	.		punt							no	0
Een	een	detp	det	det	een									no	0
andere	ander	ap	adj	mod	ander									no	0
keer	keer	np	noun	hd	keer		tmp							no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	copula	no	0
het	het	np	det	su	het									no	0
nog	nog	advp	adv	mod	nog									no	0
mooier	mooi	ap	adj	predc	mooi									no	0
.	.	punct	punct	--	.		punt							no	0
Je	je	np	pron	su	je		wkpro							no	0
moet	moet	smain	verb	hd	moet						'hebben/zijn'	sg	modifier(aux(inf))	no	0
weten	weet	inf	verb	hd	weet						hebben	inf	tr_sbar	no	0
dat	dat	cp	comp	cmp	dat									no	0
die	die	detp	det	det	die									no	0
mensen	mens	np	noun	hd	mens			both	count	pl				yes	mensen-4
een	een	detp	det	det	een									no	0
stadhuis	stadhuis	np	noun	hd	stadhuis			het	count	sg				no	0
hadden	heb	ssub	verb	hd	heb						hebben	past(pl)	aux_psp_hebben	no	0
gebouwd	bouw	ppart	verb	hd	bouw						hebben	psp	transitive	no	0
,	,	punct	punct	--	,		komma							no	0
maar	maar	vg	vg	crd	maar									no	0
ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
hadden	heb	smain	verb	hd	heb						hebben	past(pl)	aux_psp_hebben	no	0
vergeten	vergeet	ppart	verb	hd	vergeet						'hebben/zijn'	psp	intransitive	no	0
er	er	advp	adv	dp	er		er							no	0
vensters	venster	np	noun	dp	venster			both	count	pl				no	0
in	in	--	part	--	in									no	0
te	te	cp	comp	cmp	te									no	0
plaatsen	plaats	inf	verb	body	plaats						hebben	inf	transitive	no	0
,	,	--	punct	--	,		komma							no	0
en	en	--	vg	--	en									no	0
nu	nu	advp	adv	mod	nu		tmp							no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	copula	no	0
het	het	np	det	su	het									no	0
daarbinnen	daarbinnen	pp	pp	mod	daarbinnen		er							no	0
hartstikke	hartstikke	advp	adv	mod	hartstikke									no	0
donker	donker	ap	adj	predc	donker									no	0
.	.	--	punct	--	.		punt							no	0
Weet	weet	sv1	verb	hd	weet						hebben	sg	tr_sbar	no	0
je	je	np	pron	su	je		wkpro							no	0
wat	wat	np	pron	whd	wat		nparg							no	0
die	die	detp	det	det	die									no	0
slimmerikken	slimmerikken	np	noun	hd	slimmerikken			both	both	both				yes	mensen-4
toen	toen	advp	adv	mod	toen		tmp							no	0
deden	doe	ssub	verb	hd	doe						hebben	past(pl)	transitive_ndev	no	0
?	?	punct	punct	--	?		vraag							no	0
Ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
zetten	zet	smain	verb	hd	zet						hebben	past(pl)	np_ld_pp	no	0
een	een	detp	det	det	een									no	0
hele	heel	ap	adj	mod	heel									no	0
dag	dag	np	noun	hd	dag		tmp							no	0
lang	lang	ap	adj	hd	lang									no	0
muizevallen	muizevallen	np	noun	hd	muizevallen			both	both	both				no	0
in	in	pp	prep	hd	in									no	0
de	de	detp	det	det	de									no	0
straten	straat	np	noun	hd	straat			de	count	pl				no	0
.	.	punct	punct	--	.		punt							no	0
Daarna	daarna	pp	pp	mod	daarna		er							no	0
klapten	klap_dicht	smain	verb	hd	klap_dicht						hebben	past(pl)	part_transitive(dicht)	no	0
ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
de	de	detp	det	det	de									no	0
vallen	val	np	noun	hd	val			de	count	pl				no	0
dicht	dicht	part	part	svp	dicht									no	0
en	en	vg	vg	crd	en									no	0
droegen	draag	smain	verb	hd	draag						hebben	past(pl)	np_ld_pp	no	0
ze	ze	np	pron	obj1	ze		wkpro							no	0
naar	naar	pp	prep	hd	naar									no	0
het	het	detp	det	det	het									no	0
stadhuis	stadhuis	np	noun	hd	stadhuis			het	count	sg				no	0
.	.	punct	punct	--	.		punt							no	0
Ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
dachten	denk	smain	verb	hd	denk						hebben	past(pl)	tr_sbar	no	0
dat	dat	cp	comp	cmp	dat									no	0
ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
het	het	detp	det	det	het									no	0
licht	licht	np	noun	hd	licht			het	count	sg				no	0
gevangen	vang	ppart	verb	hd	vang						hebben	psp	transitive	no	0
hadden	heb	ssub	verb	hd	heb						hebben	past(pl)	aux_psp_hebben	no	0
.	.	punct	punct	--	.		punt							no	0
Het	het	detp	det	det	het									no	0
verhaal	verhaal	np	noun	hd	verhaal			het	count	sg				no	0
is	ben_uit	smain	verb	hd	ben_uit						unacc	sg_heeft	part_intransitive(uit)	no	0
nog	nog	advp	adv	mod	nog									no	0
niet	niet	advp	adv	hd	niet									no	0
uit	uit	part	part	svp	uit									no	0
.	.	punct	punct	--	.		punt							no	0
In	in	pp	prep	hd	in									no	0
het	het	detp	det	det	het									no	0
stadhuis	stadhuis	np	noun	hd	stadhuis			het	count	sg				no	0
zaten	zit	smain	verb	hd	zit						hebben	past(pl)	ld_pp	no	0
wel	wel	ap	adj	mod	wel									no	0
honderd	honderd	detp	num	det	honderd		hoofd							no	0
muizen	muis	np	noun	hd	muis			de	count	pl				yes	muizen-5
,	,	punct	punct	--	,		komma							no	0
die	die	np	pron	rhd	die									yes	muizen-5
aan	aan	pp	prep	hd	aan									no	0
de	de	detp	det	det	de									no	0
papieren	papier	np	noun	hd	papier			het	count	pl				no	0
knaagden	knaag	ssub	verb	hd	knaag						hebben	past(pl)	ld_pp	no	0
,	,	punct	punct	--	,		komma							no	0
en	en	vg	vg	crd	en									no	0
ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
wisten	weet	smain	verb	hd	weet						hebben	past(pl)	tr_sbar	no	0
maar	maar	advp	adv	mod	maar									no	0
niet	niet	advp	adv	mod	niet									no	0
hoe	hoe	ap	adj	whd	hoe									no	0
ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
die	die	np	det	obj1	die									yes	muizen-5
eruit	eruit	pp	pp	ld	eruit		er							no	0
zouden	zal	ssub	verb	hd	zal						hebben	past(pl)	aux(inf)	no	0
krijgen	krijg	inf	verb	hd	krijg						hebben	inf	np_ld_pp	no	0
.	.	punct	punct	--	.		punt							no	0
Op	op	pp	prep	hd	op									no	0
een	een	detp	det	det	een									no	0
keer	keer	np	noun	hd	keer		tmp							no	0
kwam	kom_voorbij	smain	verb	hd	kom_voorbij						zijn	past(sg)	part_intransitive(voorbij)	no	0
er	er	advp	adv	mod	er		er							no	0
een	een	detp	det	det	een									no	0
vreemdeling	vreemdeling	np	noun	hd	vreemdeling			de	count	sg				yes	vreemdeling-6
voorbij	voorbij	part	part	svp	voorbij									no	0
die	die	np	pron	rhd	die									no	0
een	een	detp	det	det	een									no	0
kat	kat	np	noun	hd	kat			de	count	sg				yes	beest-7
op	op	pp	prep	hd	op									no	0
zijn	zijn	detp	det	det	zijn									yes	vreemdeling-6
arm	arm	np	noun	hd	arm			de	count	sg				no	0
droeg	draag	ssub	verb	hd	draag						hebben	past(sg)	np_ld_pp	no	0
.	.	punct	punct	--	.		punt							no	0
Ze	ze	np	pron	su	ze		wkpro							yes	mensen-4
vroegen	vraag	smain	verb	hd	vraag						hebben	past(pl)	np_sbar	no	0
hem	hem	np	pron	obj2	hem									yes	vreemdeling-6
wat	wat	np	pron	whd	wat		nparg							no	0
dat	dat	np	det	su	dat									no	0
voor	voor	pp	prep	hd	voor									no	0
een	een	detp	det	det	een									no	0
beest	beest	np	noun	hd	beest			het	count	sg				yes	beest-7
was	ben	ssub	verb	hd	ben						unacc	past(sg)	copula	no	0
.	.	punct	punct	--	.		punt							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Wel	wel	ap	adj	dp	wel									no	0
mannen	man	np	noun	dp	man			de	count	pl				yes	mensen-4
,	,	punct	punct	--	,		komma							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
antwoordde	antwoord	sv1	verb	hd	antwoord						hebben	past(sg)	sbar	no	0
de	de	detp	det	det	de									no	0
vreemdeling	vreemdeling	np	noun	hd	vreemdeling			de	count	sg				yes	vreemdeling-6
,	,	punct	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
dat	dat	np	det	su	dat									no	0
is	ben	smain	verb	hd	ben						unacc	sg_heeft	copula	no	0
een	een	detp	det	det	een									no	0
raar	raar	ap	adj	mod	raar									no	0
beest	beest	np	noun	hd	beest			het	count	sg				yes	beest-7
uit	uit	pp	prep	hd	uit									no	0
Amerika	Amerika	np	name	obj1	Amerika									no	0
,	,	punct	punct	--	,		komma							no	0
en	en	vg	vg	crd	en									no	0
zo	zo	ap	adj	predc	zo									no	0
zijn	ben	smain	verb	hd	ben						unacc	pl	copula	no	0
er	er	advp	adv	mod	er		er							no	0
maar	maar	advp	adv	mod	maar									no	0
enkelen	enkel	np	adj	su	enkel		a_noun							no	0
op	op	pp	prep	hd	op									no	0
de	de	detp	det	det	de									no	0
wereld	wereld	np	noun	hd	wereld			de	count	sg				no	0
.	.	punct	punct	--	.		punt							no	0
En	en	du	comp	dlink	en									no	0
'	'	--	punct	--	'		aanhaal_both							no	0
t	t	ap	adj	mwp	t									no	0
mooiste	mooiste	ap	adj	mwp	mooiste									no	0
is	ben	smain	verb	hd	ben						unacc	sg_heeft	copula_sbar	no	0
dat	dat	cp	comp	cmp	dat									no	0
dit	dit	detp	det	det	dit									no	0
beest	beest	np	noun	hd	beest			het	count	sg				yes	beest-7
heel	heel	advp	adv	mod	heel		intensifier							no	0
veel	veel	ap	adj	hd	veel									no	0
muizen	muis	np	noun	hd	muis			de	count	pl				yes	muizen-5
kan	kan	ssub	verb	hd	kan						'hebben/zijn'	modal_not_u	aux(inf)	no	0
vangen	vang	inf	verb	hd	vang						hebben	inf	transitive	no	0
.	.	punct	punct	--	.		punt							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Dat	dat	np	det	su	dat									no	0
zou	zal	smain	verb	hd	zal						hebben	past(sg)	aux(inf)	no	0
een	een	detp	det	det	een									no	0
goed	goed	ap	adj	mod	goed									no	0
beest	beest	np	noun	hd	beest			het	count	sg				yes	beest-7
voor	voor	pp	prep	hd	voor									no	0
onze	ons	detp	det	det	ons									no	0
stad	stad	np	noun	hd	stad			both	count	sg				no	0
zijn	ben	inf	verb	hd	ben						unacc	inf	copula	no	0
,	,	punct	punct	--	,		komma							no	0
dachten	denk	sv1	verb	hd	denk						hebben	past(pl)	tr_sbar	no	0
de	de	detp	det	det	de									no	0
slimme	slim	ap	adj	mod	slim									no	0
stedelingen	stedeling	np	noun	hd	stedeling			de	count	pl				yes	mensen-4
,	,	punct	punct	--	,		komma							no	0
en	en	vg	vg	crd	en									no	0
de	de	detp	det	det	de									no	0
burgemeester	burgemeester	np	noun	hd	burgemeester			de	count	sg				yes	burgemeester-8
zei	zeg	smain	verb	hd	zeg						hebben	past(sg)	tr_sbar	no	0
:	:	punct	punct	--	:		dubb_punt							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
Voor	voor	pp	prep	hd	voor									no	0
hoeveel	hoeveel	np	adj	obj1	hoeveel									no	0
verkoop	verkoop	sv1	verb	hd	verkoop-voor						hebben	sg1	np_pc_pp(voor)	no	0
je	je	np	pron	su	je		wkpro							yes	vreemdeling-6
die	die	detp	det	det	die									no	0
muizeneter	muis_eter	np	noun	hd	muis_eter			de	count	sg				yes	beest-7
?	?	punct	punct	--	?		vraag							no	0
"	"	punct	punct	mwp	"		aanhaal_both							no	0
"	"	punct	punct	mwp	"		aanhaal_both							no	0
Nu	nu	advp	adv	nucl	nu		tmp							no	0
,	,	punct	punct	--	,		komma							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
zei	zeg	sv1	verb	hd	zeg						hebben	past(sg)	tr_sbar	no	0
die	die	detp	det	det	die									no	0
vreemdeling	vreemdeling	np	noun	hd	vreemdeling			de	count	sg				yes	vreemdeling-6
,	,	punct	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
ik	ik	np	pron	su	ik									yes	vreemdeling-6
verkoop	verkoop	smain	verb	hd	verkoop						hebben	sg1	transitive	no	0
hem	hem	np	pron	obj1	hem									yes	beest-7
niet	niet	advp	adv	mod	niet									no	0
graag	graag	ap	adj	mod	graag									no	0
,	,	punct	punct	--	,		komma							no	0
want	want	vg	vg	crd	want									no	0
ik	ik	np	pron	su	ik									yes	vreemdeling-6
ben	ben	smain	verb	hd	ben						unacc	sg1	copula	no	0
erg	erg	ap	adj	mod	erg									no	0
aan	aan	pp	prep	hd	aan									no	0
hem	hem	np	pron	obj1	hem									yes	beest-7
gehecht	gehecht	ppart	adj	hd	gehecht-aan									no	0
,	,	punct	punct	--	,		komma							no	0
maar	maar	vg	vg	crd	maar									no	0
vooruit	vooruit	advp	tag	tag	vooruit									no	0
,	,	punct	punct	--	,		komma							no	0
ik	ik	np	pron	su	ik									yes	vreemdeling-6
zal	zal	smain	verb	hd	zal						hebben	modal_not_u	aux(inf)	no	0
hem	hem	np	pron	obj1	hem									yes	beest-7
heel	heel	advp	adv	mod	heel		intensifier							no	0
billijk	billijk	ap	adj	hd	billijk									no	0
geven	geef	inf	verb	hd	geef						hebben	inf	transitive	no	0
:	:	punct	punct	--	:		dubb_punt							no	0
voor	voor	pp	prep	hd	voor									no	0
honderdduizend	honderdduizend	detp	num	det	honderdduizend		hoofd							no	0
frank	frank	np	noun	hd	frank		meas_mod							no	0
krijg	krijg	smain	verb	hd	krijg						hebben	sg1	transitive	no	0
je	je	np	pron	su	je		wkpro							yes	burgemeester-8
hem	hem	np	pron	obj1	hem									yes	beest-7
.	.	punct	punct	--	.		punt							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
De	de	detp	det	det	de									no	0
koop	koop	np	noun	hd	koop			de	count	sg				no	0
werd	word	smain	verb	hd	word						unacc	past(sg)	passive	no	0
gesloten	sluit	ppart	verb	hd	sluit						hebben	psp	transitive	no	0
en	en	vg	vg	crd	en									no	0
zo	zo	cp	comp	mwp	zo									no	0
gauw	gauw	cp	comp	mwp	gauw									no	0
de	de	detp	det	det	de									no	0
vreemdeling	vreemdeling	np	noun	hd	vreemdeling			de	count	sg				yes	vreemdeling-6
betaald	betaal	ppart	verb	hd	betaal						hebben	psp	transitive	no	0
was	ben	ssub	verb	hd	ben						unacc	past(sg)	passive	no	0
,	,	punct	punct	--	,		komma							no	0
ging	ga	smain	verb	hd	ga						zijn	past(sg)	ld_pp	no	0
hij	hij	np	pron	su	hij									yes	vreemdeling-6
er	er	advp	adv	obj1	er		er							no	0
vandoor	vandoor	pp	prep	hd	vandoor									no	0
.	.	punct	punct	--	.		punt							no	0
Maar	maar	du	comp	dlink	maar									no	0
hij	hij	np	pron	su	hij									yes	vreemdeling-6
was	ben	smain	verb	hd	ben						unacc	past(sg)	intransitive	no	0
