op	op	VZ	inanimate
om	om	VZ	inanimate
ervoor	ervoor	BW	inanimate
te	te	VZ	inanimate
waken	waken	WW	inanimate
,	,	LET	inanimate
dat	dat	VNW	inanimate
het	het	LID	inanimate
winterkoninkje	winterkoninkje	N	animate
niet	niet	BW	inanimate
uit	uit	VZ	inanimate
het	het	LID	inanimate
gat	gat	N	inanimate
ontsnappen	ontsnappen	WW	inanimate
zou	zullen	WW	inanimate
.	.	LET	inanimate
Zo	zo	BW	inanimate
stond	staan	WW	inanimate
de	de	LID	inanimate
uil	uil	N	animate
dus	dus	BW	inanimate
op	op	VZ	inanimate
schildwacht	schildwacht	N	inanimate
en	en	VG	inanimate
keek	kijken	WW	inanimate
met	met	VZ	inanimate
grote	groot	ADJ	inanimate
ronde	rond	ADJ	inanimate
ogen	oog	N	inanimate
naar	naar	VZ	inanimate
het	het	LID	inanimate
gat	gat	N	inanimate
en	en	VG	inanimate
telkens	telkens	BW	inanimate
als	als	VG	inanimate
het	het	LID	inanimate
winterkoninkje	winterkoninkje	N	animate
zijn	zijn	VNW	animate
kop	kop	N	inanimate
naar	naar	VZ	inanimate
buiten	buiten	VZ	inanimate
stak	steken	WW	inanimate
,	,	LET	inanimate
sloeg	slaan	WW	inanimate
de	de	LID	inanimate
uil	uil	N	animate
ernaar	ernaar	BW	inanimate
met	met	VZ	inanimate
zijn	zijn	VNW	animate
poot	poot	N	inanimate
.	.	LET	inanimate
Maar	maar	VG	inanimate
wip	wip	N	inanimate
,	,	LET	inanimate
was	zijn	WW	inanimate
de	de	LID	inanimate
kop	kop	N	animate
weer	weer	BW	inanimate
verdwenen	verdwijnen	WW	inanimate
.	.	LET	inanimate
Dat	dat	VNW	inanimate
duurde	duren	WW	inanimate
zo	zo	BW	inanimate
een	een	LID	inanimate
hele	heel	ADJ	inanimate
tijd	tijd	N	inanimate
en	en	VG	inanimate
de	de	LID	inanimate
uil	uil	N	animate
,	,	LET	inanimate
die	die	VNW	inanimate
ook	ook	BW	inanimate
mee	mee	VZ	inanimate
had	hebben	WW	inanimate
gevlogen	vliegen	WW	inanimate
,	,	LET	inanimate
begon	beginnen	WW	inanimate
slaperig	slaperig	ADJ	inanimate
te	te	VZ	inanimate
worden	worden	WW	inanimate
.	.	LET	inanimate
Zo	zo	BW	inanimate
deed	doen	WW	inanimate
hij	hij	VNW	animate
zijn	zijn	VNW	inanimate
ene	een	VNW	inanimate
oog	oog	N	inanimate
toe	toe	VZ	inanimate
en	en	VG	inanimate
keek	kijken	WW	inanimate
alleen	alleen	BW	inanimate
met	met	VZ	inanimate
het	het	LID	inanimate
andere	ander	ADJ	inanimate
.	.	LET	inanimate
Eindelijk	eindelijk	ADJ	inanimate
kon	kunnen	WW	inanimate
hij	hij	VNW	animate
ook	ook	BW	inanimate
dit	dit	VNW	inanimate
niet	niet	BW	inanimate
meer	veel	VNW	inanimate
open	open	ADJ	inanimate
houden	houden	WW	inanimate
en	en	VG	inanimate
hij	hij	VNW	animate
viel	vallen	WW	inanimate
helemaal	helemaal	BW	inanimate
in	in	VZ	inanimate
slaap	slaap	N	inanimate
.	.	LET	inanimate
Zodra	zodra	VG	inanimate
het	het	LID	inanimate
winterkoninkje	winterkoninkje	N	animate
dat	dat	VNW	inanimate
merkte	merken	WW	inanimate
,	,	LET	inanimate
vloog	vliegen	WW	inanimate
hij	hij	VNW	animate
weg	weg	BW	inanimate
.	.	LET	inanimate
Toen	toen	VG	inanimate
de	de	LID	inanimate
uil	uil	N	animate
de	de	LID	inanimate
ogen	oog	N	inanimate
weer	weer	BW	inanimate
opendeed	opendoen	WW	inanimate
,	,	LET	inanimate
was	zijn	WW	inanimate
de	de	LID	inanimate
gevangene	gevangene	N	animate
gevlogen	vliegen	WW	inanimate
en	en	VG	inanimate
daarom	daarom	BW	inanimate
roept	roepen	WW	inanimate
de	de	LID	inanimate
uil	uil	N	animate
nog	nog	BW	inanimate
steeds	steeds	BW	inanimate
klagend	klagen	WW	inanimate
:	:	LET	inanimate
"	"	LET	inanimate
Eroet	eroet	N	inanimate
!	!	LET	inanimate
eroet	eroet	N	inanimate
!	!	LET	inanimate
"	"	LET	inanimate
Maar	maar	VG	inanimate
het	het	LID	inanimate
winterkoninkje	winterkoninkje	N	animate
roept	roepen	WW	inanimate
:	:	LET	inanimate
"	"	LET	inanimate
Koning	koning	N	animate
ben	zijn	WW	inanimate
ikkik-kik-kik-kik	ikkik-kik-kik-kik	ADJ	animate
.	.	LET	inanimate
"	"	LET	inanimate
Toch	toch	BW	inanimate
is	zijn	WW	inanimate
hij	hij	VNW	animate
nog	nog	BW	inanimate
altijd	altijd	BW	inanimate
bang	bang	ADJ	inanimate
voor	voor	VZ	inanimate
zijn	zijn	VNW	animate
onderdanen	onderdaan	N	animate
en	en	VG	inanimate
durft	durven	WW	inanimate
alleen	alleen	BW	inanimate
te	te	VZ	inanimate
roepen	roepen	WW	inanimate
als	als	VG	inanimate
hij	hij	VNW	animate
zeker	zeker	ADJ	inanimate
weet	weten	WW	inanimate
,	,	LET	inanimate
dat	dat	VG	inanimate
er	er	VNW	inanimate
geen	geen	VNW	inanimate
andere	ander	ADJ	inanimate
vogels	vogel	N	animate
in	in	VZ	inanimate
de	de	LID	inanimate
buurt	buurt	N	inanimate
zijn	zijn	WW	inanimate
.	.	LET	inanimate
(	(	LET	inanimate
Groningen	Groningen	SPEC	inanimate
)	)	LET	inanimate
<FB/>
VAN	van	VZ	inanimate
JAN	JAN	SPEC	inanimate
DE	de	LID	inanimate
IJZERSTERKE	ijzersterk	ADJ	inanimate
Jan	Jan	SPEC	animate
had	hebben	WW	inanimate
vierentwintig	vierentwintig	TW	inanimate
jaar	jaar	N	inanimate
de	de	LID	inanimate
keizer	keizer	N	animate
gediend	dienen	WW	inanimate
en	en	VG	inanimate
trok	trekken	WW	inanimate
op	op	VZ	inanimate
huis	huis	N	inanimate
af	af	VZ	inanimate
;	;	LET	inanimate
zeven	zeven	TW	inanimate
stuivers	stuiver	N	inanimate
en	en	VG	inanimate
een	een	LID	inanimate
half	half	ADJ	inanimate
brood	brood	N	inanimate
was	zijn	WW	inanimate
al	al	BW	inanimate
wat	wat	VNW	inanimate
hij	hij	VNW	animate
overgehouden	overhouden	WW	inanimate
had	hebben	WW	inanimate
van	van	VZ	inanimate
zijn	zijn	VNW	animate
dienst	dienst	N	inanimate
,	,	LET	inanimate
meer	veel	VNW	inanimate
had	hebben	WW	inanimate
hij	hij	VNW	animate
niet	niet	BW	inanimate
.	.	LET	inanimate
Onderweg	onderweg	BW	inanimate
kwam	komen	WW	inanimate
hij	hij	VNW	animate
twee	twee	TW	inanimate
bedelaars	bedelaar	N	animate
tegen	tegen	VZ	inanimate
,	,	LET	inanimate
die	die	VNW	inanimate
hem	hem	VNW	animate
om	om	VZ	inanimate
een	een	LID	inanimate
aalmoes	aalmoes	N	inanimate
vroegen	vragen	WW	inanimate
.	.	LET	inanimate
't	het	VNW	inanimate
Waren	zijn	WW	inanimate
Onze	Onze	SPEC	animate
Lieve	Lieve	SPEC	animate
Heer	Heer	SPEC	animate
en	en	VG	inanimate
Sint	Sint	SPEC	animate
Pieter	Pieter	SPEC	animate
,	,	LET	inanimate
maar	maar	VG	inanimate
Jan	Jan	SPEC	animate
wist	weten	WW	inanimate
dat	dat	VNW	inanimate
niet	niet	BW	inanimate
.	.	LET	inanimate
"	"	LET	inanimate
Ik	ik	VNW	animate
ben	zijn	WW	inanimate
maar	maar	BW	inanimate
een	een	LID	inanimate
arme	arm	ADJ	inanimate
soldaat	soldaat	N	animate
,	,	LET	inanimate
"	"	LET	inanimate
zei	zeggen	WW	inanimate
hij	hij	VNW	animate
.	.	LET	inanimate
"	"	LET	inanimate
Ik	ik	VNW	animate
heb	hebben	WW	inanimate
vierentwintig	vierentwintig	TW	inanimate
jaar	jaar	N	inanimate
de	de	LID	inanimate
keizer	keizer	N	animate
gediend	dienen	WW	inanimate
en	en	VG	inanimate
bezit	bezitten	WW	inanimate
niets	niets	VNW	inanimate
als	als	VZ	inanimate
zeven	zeven	TW	inanimate
stuivers	stuiver	N	inanimate
en	en	VG	inanimate
een	een	LID	inanimate
half	half	ADJ	inanimate
brood	brood	N	inanimate
.	.	LET	inanimate
Maar	maar	VG	inanimate
kom	komen	WW	inanimate
,	,	LET	inanimate
dat	dat	VNW	inanimate
stuk	stuk	N	inanimate
brood	brood	N	inanimate
zullen	zullen	WW	inanimate
wij	wij	VNW	animate
in	in	VZ	inanimate
drieën	drie	TW	inanimate
delen	deel	N	inanimate
en	en	VG	inanimate
er	er	VNW	inanimate
ieder	ieder	VNW	animate
zijn	zijn	VNW	animate
deel	deel	N	inanimate
van	van	VZ	inanimate
geven	geven	WW	inanimate
.	.	LET	inanimate
"	"	LET	inanimate
Zo	zo	BW	inanimate
gezegd	zeggen	WW	inanimate
,	,	LET	inanimate
zo	zo	BW	inanimate
gedaan	doen	WW	inanimate
en	en	VG	inanimate
Jan	Jan	SPEC	animate
trok	trekken	WW	inanimate
verder	ver	ADJ	inanimate
.	.	LET	inanimate
Hij	hij	VNW	animate
was	zijn	WW	inanimate
nog	nog	BW	inanimate
niet	niet	BW	inanimate
ver	ver	ADJ	inanimate
gegaan	gaan	WW	inanimate
of	of	VG	inanimate
hij	hij	VNW	animate
kwam	komen	WW	inanimate
opnieuw	opnieuw	BW	inanimate
twee	twee	TW	animate
mannen	man	N	animate
tegen	tegen	VZ	inanimate
,	,	LET	inanimate
die	die	VNW	inanimate
hem	hem	VNW	animate
om	om	VZ	inanimate
een	een	LID	inanimate
aalmoes	aalmoes	N	inanimate
vroegen	vragen	WW	inanimate
.	.	LET	inanimate
Deze	deze	VNW	inanimate
keer	keer	N	inanimate
deelde	delen	WW	inanimate
Jan	Jan	SPEC	animate
zijn	zijn	VNW	animate
eigen	eigen	ADJ	inanimate
deel	deel	N	inanimate
in	in	VZ	inanimate
drieën	drie	TW	inanimate
,	,	LET	inanimate
maar	maar	VG	inanimate
at	eten	WW	inanimate
nu	nu	BW	inanimate
zelf	zelf	BW	animate
ook	ook	BW	inanimate
zijn	zijn	VNW	animate
stukje	stuk	N	inanimate
op	op	VZ	inanimate
.	.	LET	inanimate
Ieder	ieder	VNW	animate
ging	gaan	WW	inanimate
daarna	daarna	BW	inanimate
zijn	zijn	VNW	animate
eigen	eigen	ADJ	inanimate
weg	weg	N	inanimate
,	,	LET	inanimate
maar	maar	VG	inanimate
een	een	LID	inanimate
half	half	ADJ	inanimate
uur	uur	N	inanimate
later	laat	ADJ	inanimate
ontmoette	ontmoeten	WW	inanimate
Jan	Jan	SPEC	animate
weer	weer	BW	inanimate
twee	twee	TW	animate
zwervers	zwerver	N	animate
.	.	LET	inanimate
Nu	nu	BW	inanimate
had	hebben	WW	inanimate
hij	hij	VNW	animate
geen	geen	VNW	inanimate
brood	brood	N	inanimate
meer	veel	VNW	inanimate
om	om	VZ	inanimate
te	te	VZ	inanimate
verdelen	verdelen	WW	inanimate
,	,	LET	inanimate
maar	maar	VG	inanimate
hij	hij	VNW	animate
gaf	geven	WW	inanimate
hun	hun	VNW	animate
al	al	BW	inanimate
zijn	zijn	VNW	animate
geld	geld	N	inanimate
.	.	LET	inanimate
Toen	toen	BW	inanimate
zei	zeggen	WW	inanimate
de	de	LID	inanimate
ene	een	VNW	inanimate
zwerver	zwerver	N	animate
,	,	LET	inanimate
die	die	VNW	inanimate
Onze	Onze	SPEC	animate
Lieve	Lieve	SPEC	animate
Heer	Heer	SPEC	animate
was	zijn	WW	inanimate
,	,	LET	inanimate
tot	tot	VZ	inanimate
de	de	LID	inanimate
ander	ander	ADJ	animate
,	,	LET	inanimate
die	die	VNW	inanimate
Pieter	Pieter	SPEC	animate
was	zijn	WW	inanimate
:	:	LET	inanimate
"	"	LET	inanimate
Hij	hij	VNW	animate
is	zijn	WW	inanimate
zo	zo	BW	inanimate
goed	goed	ADJ	inanimate
geweest	zijn	WW	inanimate
,	,	LET	inanimate
nu	nu	BW	inanimate
moeten	moeten	WW	inanimate
wij	wij	VNW	animate
hem	hem	VNW	animate
toch	toch	BW	inanimate
ook	ook	BW	inanimate
iets	iets	VNW	inanimate
geven	geven	WW	inanimate
.	.	LET	inanimate
"	"	LET	inanimate
"	"	LET	inanimate
Jan	Jan	SPEC	animate
,	,	LET	inanimate
"	"	LET	inanimate
zei	zeggen	WW	inanimate
hij	hij	VNW	animate
,	,	LET	inanimate
"	"	LET	inanimate
als	als	VZ	inanimate
beloning	beloning	N	inanimate
zul	zullen	WW	inanimate
je	je	VNW	animate
alles	alles	VNW	inanimate
in	in	VZ	inanimate
je	je	VNW	animate
ransel	ransel	N	inanimate
krijgen	krijgen	WW	inanimate
,	,	LET	inanimate
wat	wat	VNW	inanimate
je	je	VNW	animate
erin	erin	BW	inanimate
wilt	willen	WW	inanimate
hebben	hebben	WW	inanimate
.	.	LET	inanimate
Je	je	VNW	animate
hoeft	hoeven	WW	inanimate
maar	maar	BW	inanimate
te	te	VZ	inanimate
zeggen	zeggen	WW	inanimate
,	,	LET	inanimate
dit	dit	VNW	inanimate
of	of	VG	inanimate
dat	dat	VG	inanimate
de	de	LID	inanimate
zak	zak	N	inanimate
in	in	VZ	inanimate
en	en	VG	inanimate
het	het	VNW	inanimate
zal	zullen	WW	inanimate
je	je	VNW	animate
zak	zak	N	inanimate
invliegen	invliegen	WW	inanimate
.	.	LET	inanimate
"	"	LET	inanimate
"	"	LET	inanimate
En	en	VG	inanimate
